pincode,city,state,district,lat,lon
344035,Barmer,RJ,Barmer,25.90815,71.5343
344037,Barmer,RJ,Barmer,26.24765,71.8157
344043,Barmer,RJ,Barmer,25.5260246,72.5086441
344044,Barmer,RJ,Barmer,25.58635,71.47191
344501,Barmer,RJ,Barmer,25.93483,70.5248
344502,Barmer,RJ,Barmer,25.7036,71.00315
344701,Barmer,RJ,Barmer,26.1897492,71.2443517
344702,Barmer,RJ,Barmer,25.47695,71.0348
344703,Hanumangarh,RJ,Barmer,25.65005,71.6715
344704,Barmer,RJ,Barmer,24.98773,71.32367
344705,Barmer,RJ,Barmer,26.36453,71.28803
344706,Barmer,RJ,Barmer,24.803237,71.218754
344708,Barmer,RJ,Barmer,25.492564,71.414141
344801,Barmer,RJ,Barmer,25.529358,72.1888397
345001,Jaisalmer,RJ,Jaisalmer,26.9157567,70.9083363
345021,Pokaran,RJ,Jaisalmer,26.916215,70.9095705
345022,Jaisalmer,RJ,Jaisalmer,27.56525,70.31831
345023,Jaisalmer,RJ,Jaisalmer,27.10885,71.87405
345024,Jaisalmer,RJ,Jaisalmer,26.9157537,70.9083393
345025,Jaisalmer,RJ,Jaisalmer,26.9157567,70.9083363
345026,Jaisalmer,RJ,Jaisalmer,26.9157547,70.9083383
345027,Jaisalmer,RJ,Jaisalmer,26.9157557,70.9083373
345028,Jaisalmer,RJ,Jaisalmer,27.56522,71.4847
345031,Jaisalmer,RJ,Jaisalmer,27.11195,71.55245
345033,Jaisalmer,RJ,Jaisalmer,27.02478,70.79549
345034,Jaisalmer,RJ,Jaisalmer,26.9157587,70.9083343
360001,Rajkot,GJ,Rajkot,22.3039,70.8022
360002,Rajkot,GJ,Rajkot,22.2842058,70.7908475
360003,Rajkot,GJ,Rajkot,22.274707,70.4168942
360004,Rajkot,GJ,Rajkot,22.216295,70.7408699
360005,Rajkot,GJ,Rajkot,22.299775,70.748198
360006,Rajkot,GJ,Rajkot,22.3569496,70.7377804
360007,Rajkot,GJ,Rajkot,22.2995278,70.7753889
360020,Rajkot,GJ,Rajkot,22.2097214,70.8945714
360021,Rajkot,GJ,Rajkot,22.2339605,70.6591631
360022,Rajkot,GJ,Rajkot,22.192736,70.7729653
360023,Rajkot,GJ,Rajkot,22.193524,70.5912252
360024,Rajkot,GJ,Rajkot,22.1852138,70.7973364
360025,Rajkot,GJ,Rajkot,22.1850758,71.0143017
360026,Rajkot,GJ,Rajkot,22.15572,70.7706884
360028,Rajkot,GJ,Rajkot,22.3516,70.8029
360030,Rajkot,GJ,Rajkot,22.1897273,71.3753812
360035,Rajkot,GJ,Rajkot,22.14483,70.589705
360040,Rajkot,GJ,Rajkot,22.0332375,71.2027253
360045,Rajkot,GJ,Rajkot,21.6591,70.095
360050,Jasdan,GJ,Rajkot,22.07497,71.219856
360055,Rajkot,GJ,Rajkot,22.212279,71.379247
360060,Rajkot,GJ,Rajkot,22.0479,71.06
360070,Rajkot,GJ,Rajkot,22.052447,70.57037
360110,Paddhari,GJ,Rajkot,22.5049355,70.5677051
360311,Rajkot,GJ,Rajkot,22.116252,70.817941
360320,Rajkot,GJ,Rajkot,22.48341,70.072064
360325,Rajkot,GJ,Rajkot,21.783465,70.930808
360330,Rajkot,GJ,Rajkot,21.961186,70.8034459
360360,Rajkot,GJ,Rajkot,21.504305,71.638005
360370,Rajkot,GJ,Rajkot,21.730048,70.642939
360375,Rajkot,GJ,Rajkot,21.784969,70.591192
360380,Rajkot,GJ,Rajkot,21.811149,70.689339
360405,Jamnagar,GJ,Jamnagar,21.8973,70.4997
360410,Rajkot,GJ,Rajkot,21.716738,70.353924
360421,Rajkot,GJ,Rajkot,21.69215,70.367
360430,Rajkot,GJ,Rajkot,21.63406,70.290685
360440,Rajkot,GJ,Rajkot,22.83184,70.786001
360450,Rajkot,GJ,Rajkot,21.752197,70.710156
360452,Rajkot,GJ,Rajkot,21.950977,70.401535
360460,Rajkot,GJ,Rajkot,21.7803,70.099899
360465,Rajkot,GJ,Rajkot,21.818941,70.956909
360470,Rajkot,GJ,Rajkot,22.104868,71.008175
360480,Rajkot,GJ,Jamnagar,21.98423,70.224987
360485,Rajkot,GJ,Rajkot,20.460423,74.182894
360490,Rajkot,GJ,Rajkot,21.741038,70.278228
360510,Bhanvad,GJ,Devbhumi Dwarka,21.94,69.37
360515,Jamnagar,GJ,Devbhumi Dwarka,22.05,69.84
360520,Jamnagar,GJ,Jamnagar,22.09,70.07
360530,Jamnagar,GJ,Jamnagar,21.97,69.99
360531,Jamnagar,GJ,Jamnagar,21.75,69.84
360540,Dohad,GJ,Jamnagar,22.11,70.47
360545,Jamnagar,GJ,Porbandar,21.742595,69.672097
360550,Ranavav,GJ,Porbandar,21.669856,69.79422
360570,Junagadh,GJ,Porbandar,21.693839,69.850752
360575,Junagadh,GJ,Porbandar,21.6380556,69.6056944
360576,Junagadh,GJ,Porbandar,21.471081,69.86279
360577,Junagadh,GJ,Porbandar,21.66695,69.6814
360578,Chhaya,GJ,Porbandar,21.6278611,69.6343611
360579,Junagadh,GJ,Porbandar,21.8125,69.402351
360590,Junagadh,GJ,Porbandar,21.913946,69.5939
361001,Jamnagar,GJ,Jamnagar,22.4654722,70.0785
361002,Jamnagar,GJ,Jamnagar,22.4855833,70.1354444
361003,Jamnagar,GJ,Jamnagar,22.4855833,70.1354444
361004,Jamnagar,GJ,Jamnagar,22.45,70.04
361005,Jamnagar,GJ,Jamnagar,22.4618333,70.0647778
361006,Jamnagar,GJ,Jamnagar,22.4898892,70.0172482
361007,Jamnagar,GJ,Jamnagar,22.49,70.08
361008,Jamnagar,GJ,Jamnagar,22.48,70.06
361009,Jamnagar,GJ,Jamnagar,22.499,70.0426111
361010,Jamnagar,GJ,Devbhumi Dwarka,22.37,69.7
361011,Jamnagar,GJ,Jamnagar,22.61,70.29
361012,Jamnagar,GJ,Jamnagar,22.34,70.04
361013,Jamnagar,GJ,Jamnagar,22.26,70.22
361110,Jamnagar,GJ,Jamnagar,22.4,70.46
361120,Jamnagar,GJ,Jamnagar,22.53,70.3
361130,Jamnagar,GJ,Jamnagar,22.34,70.33
361140,Digvijaygram,GJ,Jamnagar,22.39,69.81
361142,Jamnagar,GJ,Jamnagar,22.4855833,70.1354444
361150,Jamnagar,GJ,Jamnagar,22.5296667,70.0441944
361160,Jamnagar,GJ,Jamnagar,22.12,70.21
361162,Jamnagar,GJ,Jamnagar,22.2,70.57
361170,Jamnagar,GJ,Jamnagar,22.25,70.01
361210,Dhrol,GJ,Jamnagar,22.55,70.38
361220,Jamnagar,GJ,Jamnagar,22.69,70.49
361230,Jamnagar,GJ,Jamnagar,22.56,70.18
361240,Jamnagar,GJ,Jamnagar,22.68,70.42
361250,Jamnagar,GJ,Jamnagar,22.66,70.3
361280,Jamnagar,GJ,Jamnagar,22.27,69.96
361305,Jamnagar,GJ,Devbhumi Dwarka,22.28,69.67
361306,Jamnagar,GJ,Devbhumi Dwarka,22.06,69.49
361310,Salaya,GJ,Devbhumi Dwarka,22.26,69.46
361315,Jamnagar,GJ,Devbhumi Dwarka,22.03,69.34
361320,Jamnagar,GJ,Devbhumi Dwarka,22.07,69.88
361325,Jamnagar,GJ,Devbhumi Dwarka,21.97,69.5
361330,Jamnagar,GJ,Devbhumi Dwarka,22.389446,69.239853
361335,Dwarka,GJ,Devbhumi Dwarka,22.24,69.1
361345,Mithapur,GJ,Devbhumi Dwarka,22.38,69.04
361347,Jamnagar,GJ,Devbhumi Dwarka,22.38345,69.058403
361350,Jamnagar,GJ,Devbhumi Dwarka,22.4749444,69.0731111
362001,Junagadh,GJ,Junagadh,21.5056111,70.4589167
362002,Junagadh,GJ,Junagadh,21.5477335,70.3542837
362011,Junagadh,GJ,Junagadh,21.6248547,70.3964733
362015,Junagadh,GJ,Junagadh,21.4772384,70.4346407
362020,Junagadh,GJ,Junagadh,21.5084987,70.7226785
362030,Junagadh,GJ,Junagadh,21.5193819,70.6553588
362037,Junagadh,GJ,Junagadh,21.5747246,70.430723
362110,Junagadh,GJ,Junagadh,21.4566859,70.661042
362120,Junagadh,GJ,Junagadh,21.3217723,70.6198614
362130,Visavadar,GJ,Junagadh,21.3381998,70.8011698
362135,Junagadh,GJ,Gir Somnath,21.1467503,70.5709844
362140,Junagadh,GJ,Gir Somnath,21.0075203,70.6743027
362150,Junagadh,GJ,Gir Somnath,21.0776486,70.4676515
362205,Junagadh,GJ,Junagadh,21.4767048,70.3989994
362215,Junagadh,GJ,Junagadh,21.4358051,70.4004724
362220,Junagadh,GJ,Junagadh,21.2243173,70.177476
362222,Junagadh,GJ,Junagadh,21.3868661,70.2144165
362225,Junagadh,GJ,Junagadh,21.152071,70.130324
362226,Junagadh,GJ,Junagadh,21.18945,70.073399
362227,Junagadh,GJ,Junagadh,21.2248101,70.2651641
362230,Junagadh,GJ,Porbandar,21.255342,69.980507
362240,Junagadh,GJ,Junagadh,21.223541,69.999819
362245,Junagadh,GJ,Junagadh,21.1579537,70.372232
362250,Chorvad,GJ,Junagadh,21.093996,70.213631
362255,Junagadh,GJ,Gir Somnath,20.9642212,70.2891542
362260,Junagadh,GJ,Junagadh,21.2781734,70.4847286
362263,Junagadh,GJ,Junagadh,21.4039585,70.5184702
362265,Junagadh,GJ,Gir Somnath,20.9469742,70.323299
362268,Junagadh,GJ,Gir Somnath,20.9823796,70.4178153
362275,Junagadh,GJ,Gir Somnath,20.7774669,70.6094988
362310,Junagadh,GJ,Junagadh,21.641129,70.4963709
362315,Junagadh,GJ,Junagadh,21.6277564,70.5299667
362510,Junagadh,GJ,Gir Somnath,20.7504835,71.0240955
362520,Diu,DD,Diu,20.7188611,70.9856944
362530,Junagadh,GJ,Gir Somnath,20.860893,70.9342759
362540,Junagadh,DD,Diu,20.714801,70.985678
362550,Junagadh,GJ,Gir Somnath,20.8263681,71.1176779
362560,Junagadh,GJ,Gir Somnath,21.0511062,71.0249275
362565,Junagadh,GJ,Gir Somnath,20.9510267,71.1271749
362570,Junagadh,DD,Diu,20.7291717,70.9177572
362610,Junagadh,GJ,Junagadh,21.5267085,70.2831032
362620,Bantwa,GJ,Porbandar,21.413613,69.948334
362625,Junagadh,GJ,Junagadh,21.381475,70.154872
362630,Manavadar,GJ,Junagadh,21.440189,70.18986
362640,Junagadh,GJ,Junagadh,21.581915,70.145613
362650,Porbandar,GJ,Porbandar,21.658904,70.034881
362710,Junagadh,GJ,Gir Somnath,20.8715818,70.7213103
362715,Junagadh,GJ,Gir Somnath,21.5056111,70.4589167
362720,Junagadh,GJ,Gir Somnath,20.8897795,70.6991034
363001,Surendranagar,GJ,Surendranagar,22.7248611,71.6273056
363002,Surendranagar,GJ,Surendranagar,22.734,71.6379
363020,Surendranagar,GJ,Surendranagar,22.7091,71.6354
363030,Surendranagar,GJ,Surendranagar,22.7946,71.6996
363035,Surendranagar,GJ,Surendranagar,22.7248611,71.6273056
363040,Surendranagar,GJ,Surendranagar,22.8229,71.639
363110,Surendranagar,GJ,Surendranagar,22.8261,71.6942
363115,Surendranagar,GJ,Surendranagar,22.9484,71.9725
363310,Dhrangadhra,GJ,Surendranagar,22.9272,71.3997
363320,Surendranagar,GJ,Surendranagar,22.8879,71.6039
363330,Surendranagar,GJ,Morbi,22.9167,71.0167
363351,Morbi,GJ,Morbi,23.1255,71.2068
363410,Surendranagar,GJ,Surendranagar,22.4017,71.6111
363421,Surendranagar,GJ,Surendranagar,22.62,71.7906
363423,Surendranagar,GJ,Surendranagar,22.5228,72.084
363427,Surendranagar,GJ,Surendranagar,22.7415,71.8184
363430,Surendranagar,GJ,Surendranagar,22.5929,71.4791
363435,Surendranagar,GJ,Surendranagar,22.5513,71.101
363440,Surendranagar,GJ,Surendranagar,22.3724,71.4135
363510,Surendranagar,GJ,Surendranagar,22.5647,71.3902
363520,Surendranagar,GJ,Surendranagar,22.2736,71.1379
363530,Thangadh,GJ,Surendranagar,22.6486,71.137
363621,Rajkot,GJ,Morbi,22.5836269,71.0668563
363623,Morbi,GJ,Morbi,22.3135,70.7881666
363630,Rajkot,GJ,Morbi,23.0149609,70.8476761
363641,Rajkot,GJ,Morbi,23.0842449,70.3959673
363642,Rajkot,GJ,Morbi,22.95,70.77
363643,Morbi,GJ,Morbi,22.7873066,70.8023378
363650,Rajkot,GJ,Morbi,22.817698,70.6096452
363655,Jamnagar,GJ,Jamnagar,22.79,70.43
363660,Jamnagar,GJ,Morbi,22.97248,70.7356329
363670,Rajkot,GJ,Morbi,23.0473191,70.7438683
363745,Surendranagar,GJ,Surendranagar,23.1123,71.8262
363750,Surendranagar,GJ,Surendranagar,23.3395,71.8621
363755,Surendranagar,GJ,Surendranagar,23.4003,71.6304
363760,Surendranagar,GJ,Surendranagar,23.2301,71.6946
363765,Surendranagar,GJ,Surendranagar,23.1535,71.8888
363775,Surendranagar,GJ,Surendranagar,23.0434,71.9362
363780,Surendranagar,GJ,Surendranagar,23.4789,71.6205
364001,Bhavnagar,GJ,Bhavnagar,21.775,72.1479
364002,Bhavnagar,GJ,Bhavnagar,21.722662,72.158377
364003,Bhavnagar,GJ,Bhavnagar,21.7663,72.1179
364004,Bhavnagar,GJ,Bhavnagar,21.77458,72.072205
364005,Bhavnagar,GJ,Bhavnagar,21.757073,72.22885
364006,Bhavnagar,GJ,Bhavnagar,21.7791,72.1395
364050,Bhavnagar,GJ,Bhavnagar,21.6208,72.160238
364060,Vartej,GJ,Bhavnagar,21.756747,72.002567
364070,Bhavnagar,GJ,Bhavnagar,21.523893,72.247912
364081,Bhavnagar,GJ,Bhavnagar,21.41263,72.169807
364110,Bhavnagar,GJ,Bhavnagar,21.646545,72.191764
364120,Bhavnagar,GJ,Bhavnagar,21.437472,72.1662
364130,Bhavnagar,GJ,Bhavnagar,21.203953,72.009567
364135,Bhavnagar,GJ,Bhavnagar,21.210427,72.034731
364140,Talaja,GJ,Bhavnagar,21.393508,71.964254
364145,Bhavnagar,GJ,Bhavnagar,21.332546,71.792499
364150,Bhavnagar,GJ,Bhavnagar,21.458713,72.001264
364210,Bhavnagar,GJ,Bhavnagar,21.752545,71.834771
364230,Bhavnagar,GJ,Bhavnagar,21.710786,71.70379
364240,Bhavnagar,GJ,Bhavnagar,21.574655,71.909389
364250,Songadh,GJ,Bhavnagar,21.635402,71.82303
364260,Bhavnagar,GJ,Bhavnagar,21.629347,72.011329
364265,Bhavnagar,GJ,Bhavnagar,21.550643,71.758477
364270,Bhavnagar,GJ,Bhavnagar,21.583274,71.846981
364275,Bhavnagar,GJ,Bhavnagar,21.610149,71.645309
364280,Bhavnagar,GJ,Bhavnagar,21.248289,71.608534
364290,Bhavnagar,GJ,Bhavnagar,21.033342,71.703928
364295,Bhavnagar,GJ,Bhavnagar,21.272356,71.823735
364310,Bhavnagar,GJ,Bhavnagar,21.835783,71.904823
364313,Bhavnagar,GJ,Bhavnagar,21.947797,71.918506
364320,Dhola,GJ,Bhavnagar,21.786514,71.735278
364330,Bhavnagar,GJ,Bhavnagar,21.829218,71.862387
364505,Bhavnagar,GJ,Bhavnagar,21.480344,71.627088
364510,Bhavnagar,GJ,Bhavnagar,21.392007,71.755618
364515,Bhavnagar,GJ,Amreli,21.31186,71.236191
364521,Bhavnagar,GJ,Amreli,21.609557,71.23113
364522,Bhavnagar,GJ,Amreli,21.258429,71.4017346
364525,Bhavnagar,GJ,Amreli,21.345909,71.53456
364530,Bhavnagar,GJ,Bhavnagar,21.193983,71.554591
364710,Botad,GJ,Botad,22.187815,71.620106
364720,Bhavnagar,GJ,Botad,22.293993,71.484076
364730,Bhavnagar,GJ,Botad,21.882605,71.557969
364740,Bhavnagar,GJ,Botad,21.806503,71.585164
364750,Bhavnagar,GJ,Botad,22.055077,71.53197
364760,Bhavnagar,GJ,Bhavnagar,21.966758,71.771396
364765,Bhavnagar,GJ,Botad,22.056844,71.627148
365220,Amreli,GJ,Amreli,21.6898007,71.4440364
365410,Amreli,GJ,Amreli,21.8045907,71.1500504
365421,Amreli,GJ,Amreli,21.9343819,71.3586855
365430,Amreli,GJ,Amreli,21.45897,71.23457
365435,Amreli,GJ,Amreli,21.8477003,71.3898595
365440,Amreli,GJ,Amreli,21.4437195,70.9420483
365450,Amreli,GJ,Amreli,21.6818822,70.9294163
365455,Amreli,GJ,Amreli,21.6603283,71.1411382
365456,Amreli,GJ,Amreli,21.5563724,70.9509648
365460,Amreli,GJ,Amreli,21.7401498,71.468053
365480,Rajkot,GJ,Rajkot,21.6886582,70.7822635
365535,Amreli,GJ,Amreli,21.491488,71.359141
365540,Amreli,GJ,Amreli,20.872131,71.407672
365541,Amreli,GJ,Amreli,20.93931,71.458716
365550,Amreli,GJ,Amreli,21.997349,71.254011
365555,Amreli,GJ,Amreli,21.013882,71.547172
365560,Amreli,GJ,Amreli,20.984609,71.387272
365601,Amreli,GJ,Amreli,21.6151963,71.1470796
365610,Amreli,GJ,Amreli,21.5975196,71.1135225
365620,Amreli,GJ,Amreli,21.767272,71.2042619
365630,Amreli,GJ,Amreli,21.3925414,71.0549768
365635,Amreli,GJ,Amreli,21.242124,71.195226
365640,Amreli,GJ,Amreli,21.211652,71.39221
365645,Amreli,GJ,Amreli,21.4036033,70.8625347
365650,Amreli,GJ,Amreli,21.10169,71.245844
365730,Amreli,GJ,Amreli,20.964369,71.381865
370001,Bhuj,GJ,Kachchh,23.463449,69.523144
370015,Bhuj,GJ,Kachchh,23.204226,69.66614
370020,Bhuj,GJ,Kachchh,23.278831,69.873142
370030,Bhuj,GJ,Kachchh,23.136252,69.186431
370040,Bhuj,GJ,Kachchh,23.2163902,69.6037638
370105,Bhuj,GJ,Kachchh,23.311036,69.847828
370110,Anjar,GJ,Kachchh,23.059011,69.960245
370115,Kachchh,GJ,Kachchh,23.394261,70.175348
370130,Bhuj,GJ,Kachchh,24.168198,76.153013
370135,Bhuj,GJ,Kachchh,23.42604,70.424901
370140,Bhachau,GJ,Kachchh,23.398747,70.311839
370145,Bhuj,GJ,Kachchh,23.478351,70.775574
370150,Bhuj,GJ,Kachchh,23.338848,70.527981
370155,Bhuj,GJ,Kachchh,22.512428,70.710151
370160,Bhuj,GJ,Kachchh,23.504908,70.828358
370165,Bhuj,GJ,Kachchh,23.862415,70.6878872
370201,Kachchh,GJ,Kachchh,23.2469444,69.6731944
370203,Bhuj,GJ,Kachchh,23.2197778,69.7785278
370205,Bhuj,GJ,Kachchh,23.037508,70.057013
370210,Bhuj,GJ,Kachchh,23.2469444,69.6731944
370230,Bhuj,GJ,Kachchh,23.2469444,69.6731944
370240,Bhuj,GJ,Kachchh,23.094084,70.124742
370405,Bhuj,GJ,Kachchh,22.981739,69.608051
370410,Bhuj,GJ,Kachchh,22.944492,69.817674
370415,Bhuj,GJ,Kachchh,22.896094,69.701885
370421,Mundra,GJ,Kachchh,22.843082,69.742096
370425,Bhuj,GJ,Kachchh,23.0091457,69.6439509
370427,Bhuj,GJ,Kachchh,23.076392,69.675894
370430,Bhuj,GJ,Kachchh,23.062749,69.542021
370435,Bhuj,GJ,Kachchh,23.003017,69.543999
370445,Bhuj,GJ,Kachchh,23.100637,69.40918
370450,Bhuj,GJ,Kachchh,23.047059,69.182706
370455,Bhuj,GJ,Kachchh,22.858596,69.479199
370460,Bhuj,GJ,Kachchh,22.90376,69.429292
370465,Mandvi,GJ,Kachchh,22.951368,69.319043
370475,Bhuj,GJ,Kachchh,22.902302,69.146198
370485,Bhuj,GJ,Kachchh,23.015689,69.5008
370490,Bhuj,GJ,Kachchh,23.106565,68.950979
370510,Bhuj,GJ,Kachchh,23.839391,69.841872
370601,Kachchh,GJ,Kachchh,23.712529,68.66035
370605,Bhuj,GJ,Kachchh,23.687895,69.205802
370610,Bhuj,GJ,Kachchh,23.2362252,69.3753072
370615,Bhuj,GJ,Kachchh,23.118672,69.590176
370620,Bhuj,GJ,Kachchh,23.26764,69.213253
370625,Bhuj,GJ,Kachchh,23.074314,70.06529
370627,Bhuj,GJ,Kachchh,23.814453,68.769153
370630,Bhuj,GJ,Kachchh,23.597192,68.891337
370641,Kachchh,GJ,Kachchh,23.133654,68.781419
370645,Bhuj,GJ,Kachchh,23.083373,68.804923
370650,Bhuj,GJ,Kachchh,23.230705,69.187176
370655,Bhuj,GJ,Kachchh,23.441422,68.873481
370660,Bhuj,GJ,Kachchh,23.282093,69.005374
370665,Bhuj,GJ,Kachchh,23.405281,69.331707
370670,Bhuj,GJ,Kachchh,23.405493,69.148433
370675,Bhuj,GJ,Kachchh,23.329819,69.309358
380001,Ahmedabad,GJ,Ahmadabad,23.0281944,72.5833889
380002,Ahmedabad,GJ,Ahmadabad,23.0281389,72.5985278
380003,Ahmedabad,GJ,Ahmadabad,23.04,72.59
380004,Ahmedabad,GJ,Ahmadabad,23.07,72.6075
380005,Ahmedabad,GJ,Ahmadabad,23.0894444,72.5855556
380006,Ahmedabad,GJ,Ahmadabad,23.0072778,72.5573611
380007,Ahmedabad,GJ,Ahmadabad,23.01,72.56
380008,Ahmedabad,GJ,Ahmadabad,22.9950833,72.6035833
380009,Ahmedabad,GJ,Ahmadabad,23.0350278,72.5636389
380013,Ahmedabad,GJ,Ahmadabad,23.0653889,72.56875
380014,Ahmedabad,GJ,Ahmadabad,23.0438611,72.5656667
380015,Ahmedabad,GJ,Ahmadabad,23.0253333,72.5421667
380016,Ahmedabad,GJ,Ahmadabad,23.04325,72.6046944
380018,Ahmedabad,GJ,Ahmadabad,23.0300278,72.608
380019,Ahmedabad,GJ,Ahmadabad,23.1040278,72.5700833
380021,Ahmedabad,GJ,Ahmadabad,23.0133611,72.6120556
380022,Ahmedabad,GJ,Ahmadabad,23.0105,72.5869722
380023,Ahmedabad,GJ,Ahmadabad,23.0208611,72.6261667
380024,Ahmedabad,GJ,Ahmadabad,23.0265,72.6246389
380026,Ahmedabad,GJ,Ahmadabad,23.0059444,72.6270556
380027,Ahmedabad,GJ,Ahmadabad,23.0281944,72.5833889
380028,Ahmedabad,GJ,Ahmadabad,22.9974722,72.5948333
380049,Ahmadabad,GJ,Ahmadabad,23.04,72.66
380050,Ahmedabad,GJ,Ahmadabad,23.0281944,72.5833889
380051,Ahmedabad,GJ,Ahmadabad,23.0048889,72.5208889
380052,Ahmedabad,GJ,Ahmadabad,23.0466667,72.5527778
380054,Ahmedabad,GJ,Ahmadabad,23.045,72.5210833
380055,Ahmedabad,GJ,Ahmadabad,22.9955278,72.5280556
380058,Ahmadabad,GJ,Ahmadabad,23.03,72.48
380059,Ahmadabad,GJ,Ahmadabad,23.06,72.46
380060,Ahmadabad,GJ,Ahmadabad,23.34,72.02
380061,Ahmedabad,GJ,Ahmadabad,23.0687222,72.5431389
380063,Ahmadabad,GJ,Ahmadabad,23.0576944,72.5488611
382006,Gandhinagar,GJ,Gandhinagar,23.216358,72.637315
382007,Gandhinagar,GJ,Gandhinagar,23.21,72.66
382010,Gandhinagar,GJ,Gandhinagar,73.47,23.22
382016,Gandhinagar,GJ,Gandhinagar,23.23,72.62
382021,Gandhinagar,GJ,Gandhinagar,23.224704,72.665999
382024,Gandhinagar,GJ,Gandhinagar,23.241977,72.643205
382028,Gandhinagar,GJ,Gandhinagar,23.27,72.61
382030,Gandhinagar,GJ,Gandhinagar,23.239403,72.669422
382041,Gandhinagar,GJ,Gandhinagar,23.251184,72.673767
382042,Gandhinagar,GJ,Gandhinagar,23.45,72.71
382045,Gandhinagar,GJ,Gandhinagar,23.249441,72.702508
382110,Sanand,GJ,Ahmadabad,22.98,72.25
382115,Ahmedabad,GJ,Ahmadabad,22.22,71.84
382120,Ahmedabad,GJ,Ahmadabad,23.39,72.19
382122,Gandhinagar,GJ,Gandhinagar,23.2578819,72.4728966
382130,Ahmedabad,GJ,Ahmadabad,23.36,71.97
382140,Ahmedabad,GJ,Ahmadabad,23.25,72.09
382145,Ahmedabad,GJ,Ahmadabad,22.71,72.23
382150,Viramgam,GJ,Ahmadabad,22.91,72.1
382170,Ahmedabad,GJ,Ahmadabad,23.03,72.32
382210,Ahmadabad,GJ,Ahmadabad,22.89,72.49
382213,Ahmedabad,GJ,Ahmadabad,22.95,72.41
382220,Bavla,GJ,Ahmadabad,22.87,72.35
382225,Ahmadabad,GJ,Ahmadabad,22.24,71.76
382230,Ahmedabad,GJ,Ahmadabad,22.48,72.31
382240,Ahmedabad,GJ,Ahmadabad,22.69,72.28
382245,Botad,GJ,Botad,22.27,71.66
382250,Ahmedabad,GJ,Ahmadabad,22.72,72.34
382255,Ahmedabad,GJ,Botad,22.25,71.7
382260,Ahmedabad,GJ,Ahmadabad,22.8,72.49
382265,Ahmedabad,GJ,Ahmadabad,22.61,72.48
382305,Dahegam,GJ,Gandhinagar,22.34,72.01
382308,Ahmedabad,GJ,Gandhinagar,23.13,72.91
382315,Ahmedabad,GJ,Gandhinagar,23.191124,72.952012
382320,Gandhinagar,GJ,Gandhinagar,23.35,72.65
382321,Gandhinagar,GJ,Gandhinagar,23.35,72.78
382330,Ahmedabad,GJ,Ahmadabad,23.09,72.73
382340,Ahmedabad,GJ,Ahmadabad,23.0741944,72.6374444
382345,Ahmedabad,GJ,Ahmadabad,23.05925,72.6376944
382350,Ahmedabad,GJ,Ahmadabad,23.0417778,72.6428889
382355,Ahmedabad,GJ,Gandhinagar,23.13,72.86
382405,Ahmedabad,GJ,Ahmadabad,22.97,72.54
382415,Ahmedabad,GJ,Ahmadabad,23.0205278,72.6598889
382418,Vastral,GJ,Ahmadabad,23.00425,72.69075
382421,Adalaj,GJ,Gandhinagar,23.19,72.61
382422,Gandhinagar,GJ,Gandhinagar,23.53,72.61
382423,Gandhinagar,GJ,Gandhinagar,22.98,72.25
382424,Gandhinagar,GJ,Gandhinagar,23.12,72.63
382425,Ahmedabad,GJ,Ahmadabad,22.88,72.55
382426,Ahmedabad,GJ,Gandhinagar,23.15,72.64
382427,Ahmadabad,GJ,Ahmadabad,22.89,72.6
382428,Ahmadabad,GJ,Ahmadabad,22.876669,72.463567
382430,Ahmedabad,GJ,Ahmadabad,23.0279349,72.6817017
382433,Ahmedabad,GJ,Ahmadabad,22.97,72.77
382435,Nandej,GJ,Ahmadabad,22.92,72.65
382443,Ahmedabad,GJ,Ahmadabad,22.9829722,72.5971111
382445,Ahmedabad,GJ,Ahmadabad,22.93,72.66
382449,Ahmedabad,GJ,Ahmadabad,22.24,71.92
382450,Ahmedabad,GJ,Ahmadabad,22.17,71.85
382455,Ahmedabad,GJ,Ahmadabad,22.13,72.21
382460,Dhandhuka,GJ,Ahmadabad,23.37,72.37
382463,Ahmedabad,GJ,Ahmadabad,23.03,72.48
382465,Ahmedabad,GJ,Ahmadabad,22.4,72.12
382470,Gandhinagar,GJ,Ahmadabad,22.25,72.19
382475,Ahmedabad,GJ,Ahmadabad,23.0812778,72.6226111
382480,Ranip,GJ,Ahmadabad,23.0796667,72.5723611
382481,Gandhinagar,GJ,Ahmadabad,23.1,72.53
382610,Gandhinagar,GJ,Gandhinagar,36.16,72.62
382620,Gandhinagar,GJ,Gandhinagar,23.292107,72.639754
382630,Gandhinagar,GJ,Gandhinagar,23.312227,72.595575
382640,Gandhinagar,GJ,Gandhinagar,23.26,72.57
382650,Gandhinagar,GJ,Gandhinagar,23.39,72.67
382721,Mahesana,GJ,Gandhinagar,23.36,72.66
382722,Ahmadabad,GJ,Ahmadabad,23.1,72.48
382725,Mahesana,GJ,Gandhinagar,23.2,72.47
382729,Mahesana,GJ,Gandhinagar,23.27,72.44
382735,Mahesana,GJ,Gandhinagar,23.37,72.1
382740,Rajpipla,GJ,Gandhinagar,22.13,72.21
382810,Mahesana,GJ,Gandhinagar,23.46,72.62
382835,Mahesana,GJ,Gandhinagar,23.47,72.75
382845,Mahesana,GJ,Gandhinagar,23.42,72.71
382855,Mahesana,GJ,Gandhinagar,23.53,72.71
