pincode,city,state,district,lat,lon
585237,Shorapur,KA,Yadgir,16.3,76.32
585265,Gulbarga,KA,Kalaburagi,17.29,76.6
585287,Gulbarga,KA,Yadgir,16.71,76.8
585290,Gulbarga,KA,Yadgir,16.51,76.78
585291,Shorapur,KA,Yadgir,16.3,76.48
585292,Gulbarga,KA,Kalaburagi,17.3413333,76.8344722
585301,Afzalpur,KA,Kalaburagi,17.19,76.22
585302,Gulbarga,KA,Kalaburagi,17.54,76.6
585303,Jevargi,KA,Kalaburagi,16.94,76.93
585304,Gulbarga,KA,Yadgir,16.54,76.8
585305,Bidar,KA,Kalaburagi,17.39,77.47
585306,Gulbarga,KA,Kalaburagi,16.674898,74.891646
585307,Chincholi,KA,Kalaburagi,17.53,77.47
585308,Gulbarga,KA,Kalaburagi,17.16,76.74
585309,Gulbarga,KA,Yadgir,16.72,76.64
585310,Bidar,KA,Kalaburagi,16.99,76.71
585311,Aland,KA,Kalaburagi,17.43,76.74
585312,Chitapur,KA,Kalaburagi,17.23,77.27
585313,Dharwad,KA,Kalaburagi,17.66,77.03
585314,Aland,KA,Kalaburagi,17.68,76.63
585315,Madhugiri,KA,Yadgir,16.61,77.46
585316,Gulbarga,KA,Kalaburagi,17.63,76.8
585317,Gulbarga,KA,Kalaburagi,17.19,77.15
585318,Mudhol,KA,Kalaburagi,16.88,77.36
585319,Shahpur,KA,Yadgir,16.77,77.03
585320,Gulbarga,KA,Kalaburagi,17.23,77.36
585321,Yadgir,KA,Yadgir,16.82,77.21
585322,Chincholi,KA,Kalaburagi,17.45,77.02
585323,Sagar,KA,Yadgir,16.63,76.85
585324,Gulbarga,KA,Kalaburagi,17.36,77.32
585325,Jevargi,KA,Kalaburagi,16.937126,76.494663
585326,Bidar,KA,Bidar,18.25294444,77.41566667
585327,Bidar,KA,Bidar,17.862654,76.787029
585328,Bhalki,KA,Bidar,18.04616667,77.21344444
585329,Bidar,KA,Bidar,17.76205556,77.17922222
585330,Gulbarga,KA,Bidar,17.76988889,77.12961111
585331,Basavakalyan,KA,Bidar,17.9116389,77.5193611
585353,Bidar,KA,Bidar,17.78369444,77.11138889
585355,Yadgir,KA,Yadgir,16.54,77.04
585367,Kalaburagi,KA,Kalaburagi,17.3413333,76.8344722
585401,Bidar,KA,Bidar,17.91163889,77.51936111
585402,Bidar,KA,Bidar,17.90736111,77.52713889
585403,Bidar,KA,Bidar,17.90863889,77.51536111
585404,Bidar,KA,Bidar,17.6258,78.5955
585411,Bidar,KA,Bidar,17.9116389,77.5193611
585412,Bidar,KA,Bidar,17.69805556,77.21366667
585413,Bidar,KA,Bidar,17.59,77.19
585414,Bidar,KA,Bidar,17.9116389,77.5193611
585415,Bidar,KA,Bidar,17.9116389,77.5193611
585416,Bidar,KA,Bidar,17.9116389,77.5193611
585417,Bidar,KA,Bidar,24.11,91.49
585418,Bidar,KA,Bidar,17.9116389,77.5193611
585419,Bidar,KA,Bidar,15.28591667,76.64408333
585421,Bidar,KA,Bidar,17.9116389,77.5193611
585436,Bidar,KA,Bidar,17.9116389,77.5193611
585437,Bidar,KA,Bidar,17.9116389,77.5193611
585443,Bidar,KA,Bidar,17.9116389,77.5193611
585444,Bidar,KA,Bidar,13.32188889,76.86052778
585445,Bidar,KA,Bidar,17.8122,76.8534
585447,Bidar,KA,Bidar,17.8155,76.7971
586101,Bijapur,KA,Vijayapura,16.8295203,75.7167623
586103,Bijapur,KA,Vijayapura,16.8497266,75.6958007
586104,Bijapur,KA,Vijayapura,16.8854977,75.655868
586108,Vijayapura,KA,Vijayapura,16.9911273,75.8323328
586109,Vijayapura,KA,Vijayapura,16.807709,75.7262477
586111,Indi,KA,Vijayapura,17.2383202,76.0739999
586112,Indi,KA,Vijayapura,16.8897794,75.8414119
586113,Aland,KA,Vijayapura,16.621303,75.489087
586114,Bijapur,KA,Vijayapura,16.9596673,75.4781126
586115,Bijapur,KA,Vijayapura,16.8765453,76.100707
586116,Bijapur,KA,Vijayapura,16.4105221,76.0342526
586117,Indi,KA,Vijayapura,17.2346776,75.8017587
586118,Bijapur,KA,Vijayapura,16.609736,76.368793
586119,Kannur,KA,Vijayapura,16.99152,75.731628
586120,Bijapur,KA,Vijayapura,16.7355095,76.2403106
586121,Basavana Bagevadi,KA,Vijayapura,16.5376728,75.7836588
586122,Bijapur,KA,Vijayapura,16.7483059,75.7502103
586123,Sindgi,KA,Vijayapura,16.958653,76.3753045
586124,Bijapur,KA,Vijayapura,16.2590118,76.259498
586125,Bijapur,KA,Bagalkote,16.522946,75.459962
586127,Devadurga,KA,Vijayapura,16.8110494,75.9368887
586128,Sindgi,KA,Vijayapura,16.6984794,76.4129198
586129,Shahpur,KA,Vijayapura,16.200622,76.1162283
586130,Vijayapura,KA,Vijayapura,16.7634094,75.5338599
586201,Bijapur,KA,Vijayapura,16.3457555,75.9004211
586202,Sindgi,KA,Vijayapura,17.0488763,76.2214744
586203,Bijapur,KA,Vijayapura,16.6777974,75.9972996
586204,Indi,KA,Vijayapura,17.256889,75.76622
586205,Bijapur,KA,Vijayapura,17.273265,75.673173
586206,Sindgi,KA,Vijayapura,17.0834086,76.3405732
586207,Indi,KA,Vijayapura,17.2893481,75.8375072
586208,Bijapur,KA,Vijayapura,16.5630242,76.1551865
586209,Indi,KA,Vijayapura,17.079808,75.92617
586210,Bijapur,KA,Vijayapura,16.484156,75.7308197
586211,Indi,KA,Vijayapura,17.1171154,75.8599315
586212,Muddebihal,KA,Vijayapura,16.444578,76.2503318
586213,Bijapur,KA,Vijayapura,16.4122978,75.9695464
586214,Bijapur,KA,Vijayapura,16.4519249,76.4078311
586215,Indi,KA,Vijayapura,17.0148212,76.01598
586216,Vijayapura,KA,Vijayapura,16.4938206,75.8780855
586217,Indi,KA,Vijayapura,17.2336802,76.1344823
587101,Bagalkot,KA,Bagalkote,16.18125,75.6991667
587102,Bagalkot,KA,Bagalkote,16.1851725,75.6200713
587103,Bagalkot,KA,Bagalkote,16.185017,75.696237
587104,Bagalkote,KA,Bagalkote,16.185019,75.696235
587111,Bijapur,KA,Bagalkote,16.185021,75.696233
587112,Bijapur,KA,Bagalkote,16.0496,75.7895
587113,Bagalkote,KA,Bagalkote,16.3407436,75.2055718
587114,Bagalkot,KA,Bagalkote,16.1207,76.0063
587115,Bijapur,KA,Bagalkote,16.18502,75.696234
587116,Bilgi,KA,Bagalkote,16.340848,75.6282309
587117,Bijapur,KA,Bagalkote,16.346368,75.6219858
587118,Hungund,KA,Bagalkote,16.055623,76.080442
587119,Jamkhandi,KA,Bagalkote,16.5043249,75.2917462
587120,Hungund,KA,Bagalkote,16.1081,75.86165
587121,Bijapur,KA,Bagalkote,16.4512,75.362
587122,Mudhol,KA,Bagalkote,16.333257,75.286693
587124,Belgaum,KA,Bagalkote,16.061179,76.054649
587125,Bijapur,KA,Bagalkote,15.95921,76.13135
587154,Bijapur,KA,Bagalkote,16.061177,76.054651
587155,Bijapur,KA,Bagalkote,15.914953,75.676798
587156,Bagalkote,KA,Bagalkote,16.18502,75.69624
587201,Bijapur,KA,Bagalkote,15.8793,75.7095
587202,Afzalpur,KA,Bagalkote,15.91344,75.93175
587203,Bijapur,KA,Bagalkote,16.0357,75.7663
587204,Bagalkot,KA,Bagalkote,16.340848,75.6282309
587205,Badami,KA,Bagalkote,16.05775,75.648
587206,Kerur,KA,Bagalkote,16.03885,75.53625
587207,Bijapur,KA,Bagalkote,16.061178,76.05465
587301,Jamkhandi,KA,Bagalkote,16.5059123,75.2880316
587311,Bijapur,KA,Bagalkote,16.5043269,75.29174
587312,Bijapur,KA,Bagalkote,16.33326,75.28669
587313,Mudhol,KA,Bagalkote,16.333256,75.286694
587314,Bijapur,KA,Bagalkote,16.5043269,75.2917442
587315,Terdal,KA,Bagalkote,16.5043289,75.2917422
587316,Bijapur,KA,Bagalkote,16.33326,75.28669
587330,Bagalkote,KA,Bagalkote,16.5043269,75.2917442
587331,Bagalkote,KA,Bagalkote,0,0
590001,Belgaum,KA,Belagavi,15.8635833,74.5075
590003,Belgaum,KA,Belagavi,15.8394722,74.5176389
590005,Belgaum,KA,Belagavi,15.77,74.52
590006,Belgaum,KA,Belagavi,15.82,74.5
590008,Belgaum,KA,Belagavi,15.81,74.5
590009,Belgaum,KA,Belagavi,15.8534167,74.4290278
590010,Belgaum,KA,Belagavi,15.91,74.52
590011,Belgaum,KA,Belagavi,15.8386389,74.5121389
590014,Belgaum,KA,Belagavi,15.74,74.5
590015,Belgaum,KA,Belagavi,15.9,74.6
590016,Belagavi,KA,Belagavi,15.8615,74.5191667
590017,Belagavi,KA,Belagavi,15.8523889,74.5108056
590018,Belagavi,KA,Belagavi,15.77,74.45
590019,Belagavi,KA,Belagavi,15.8770833,74.5006111
590020,Belagavi,KA,Belagavi,15.82,74.6
591101,Belgaum,KA,Belagavi,16.035713,74.7053564
591102,Belgaum,KA,Belagavi,15.78,74.82
591103,Belgaum,KA,Belagavi,15.88,74.67
591104,Belgaum,KA,Belagavi,15.75,74.93
591106,Belgaum,KA,Belagavi,15.49,74.69
591107,Belgaum,KA,Belagavi,16.1314502,74.681473
591108,Belgaum,KA,Belagavi,15.77,74.38
591109,Belgaum,KA,Belagavi,15.79,74.65
591110,Belgaum,KA,Belagavi,15.68,75.24
591111,Belgaum,KA,Belagavi,15.86,75.02
591112,Belgaum,KA,Belagavi,15.62,74.68
591113,Belgaum,KA,Belagavi,15.8523889,74.5108056
591114,Belgaum,KA,Belagavi,16.04,75.14
591115,Belgaum,KA,Belagavi,15.63,74.86
591117,Belagavi,KA,Belagavi,15.91,75.17
591118,Belgaum,KA,Belagavi,15.69,74.67
591119,Belgaum,KA,Belagavi,15.85,74.91
591120,Belgaum,KA,Belagavi,15.64,74.59
591121,Belgaum,KA,Belagavi,15.93,74.82
591122,Belgaum,KA,Belagavi,16.0589836,74.6516524
591123,Ramdurg,KA,Belagavi,15.94,75.33
591124,Belgaum,KA,Belagavi,15.86,74.56
591125,Belgaum,KA,Belagavi,15.82,74.67
591126,Belgaum,KA,Belagavi,15.64,75.07
591127,Belgaum,KA,Belagavi,15.89,75.41
591128,Belgaum,KA,Belagavi,15.88,74.47
591129,Belgaum,KA,Belagavi,16.01,74.95
591130,Belgaum,KA,Belagavi,16.14,75.17
591131,Belgaum,KA,Belagavi,15.71,74.62
591136,Belgaum,KA,Belagavi,16.2755172,75.1310176
591143,Belgaum,KA,Belagavi,15.97,74.45
591147,Belgaum,KA,Belagavi,15.88,74.72
591153,Belagavi,KA,Belagavi,15.7,74.71
591156,Belagavi,KA,Belagavi,16.03,74.53
591173,Belgaum,KA,Belagavi,15.75,75.17
591201,Chikodi,KA,Belagavi,16.4247347,74.582945
591211,Belgaum,KA,Belagavi,16.4549689,74.4000353
591212,Belgaum,KA,Belagavi,16.8441399,75.0751086
591213,Belgaum,KA,Belagavi,16.5315423,74.6518507
591214,Belgaum,KA,Belagavi,16.5429645,74.5002937
591215,Belgaum,KA,Belagavi,16.493049,74.4230023
591216,Belgaum,KA,Belagavi,16.6406641,74.4755891
591217,Belgaum,KA,Belagavi,16.5512656,74.7972251
591218,Belgaum,KA,Belagavi,16.2344597,74.8082624
591219,Belgaum,KA,Belagavi,16.4962024,74.4621968
591220,Belgaum,KA,Belagavi,16.5428076,74.9240672
591221,Belgaum,KA,Belagavi,16.1788982,74.5789528
591222,Belgaum,KA,Belagavi,16.3652183,74.6499734
591223,Belagavi,KA,Belagavi,16.686253,74.7212626
591224,Belgaum,KA,Belagavi,16.2455155,74.9440291
591225,Belgaum,KA,Belagavi,16.3104613,74.4916504
591226,Belgaum,KA,Belagavi,16.3815323,74.54606
591227,Belgaum,KA,Belagavi,16.1683681,75.0137988
591228,Belgaum,KA,Belagavi,16.4424419,74.493223
591229,Belgaum,KA,Belagavi,16.5225575,74.302641
591230,Belgaum,KA,Belagavi,16.6606183,75.2420164
591231,Konnur,KA,Belagavi,16.1951599,74.7625386
591232,Belgaum,KA,Belagavi,16.8677381,74.9522325
591233,Belgaum,KA,Belagavi,16.1701687,74.9537184
591234,Belgaum,KA,Belagavi,16.746608,74.9150428
591235,Belgaum,KA,Belagavi,16.4116641,75.0472192
591236,Belgaum,KA,Belagavi,16.2941339,74.553988
591237,Nipani,KA,Belagavi,16.4143437,74.3801994
591238,Belgaum,KA,Belagavi,16.4066289,74.4801584
591239,Belgaum,KA,Belagavi,16.4970237,74.5359661
591240,Belgaum,KA,Belagavi,16.5145928,75.1248526
591241,Belgaum,KA,Belagavi,16.4686691,74.3753688
591242,Belgaum,KA,Belagavi,16.5723336,74.756437
591243,Belgaum,KA,Belagavi,15.9972949,74.5885804
591244,Belgaum,KA,Belagavi,16.5629844,74.6487647
591246,Belgaum,KA,Belagavi,16.1302875,74.5261035
591247,Belgaum,KA,Belagavi,16.4624257,74.5914686
591248,Belgaum,KA,Belagavi,16.785377,75.2105893
591254,Belgaum,KA,Belagavi,16.0948768,74.4229952
591263,Belgaum,KA,Belagavi,16.5904498,74.4581858
591265,Belgaum,KA,Belagavi,16.7374492,75.3513586
591287,Belgaum,KA,Belagavi,16.4235668,74.5303171
591301,Londa,KA,Belagavi,15.42,74.61
591302,Khanapur,KA,Belagavi,15.62,74.52
591303,Belgaum,KA,Belagavi,16.6844679,74.959667
591304,Athni,KA,Belagavi,16.8138632,75.0974604
591305,Belgaum,KA,Belagavi,16.3118647,74.6652193
591306,Belgaum,KA,Belagavi,16.2733047,74.7898088
591307,Gokak,KA,Belagavi,16.1659252,74.835132
591308,Belgaum,KA,Belagavi,16.1901817,74.7802197
591309,Hukeri,KA,Belagavi,16.2102211,74.5656595
591310,Belgaum,KA,Belagavi,16.3219172,75.1174341
591311,Kudchi,KA,Belagavi,16.6346259,74.8473163
591312,Belgaum,KA,Belagavi,16.2842784,74.9459655
591313,Sankeshwar,KA,Belagavi,16.310398,74.3536414
591314,Belgaum,KA,Belagavi,16.2513354,74.4999862
591315,Belgaum,KA,Belagavi,16.7217362,74.7548179
591316,Belgaum,KA,Belagavi,16.5775705,74.7922884
591317,Belgaum,KA,Belagavi,16.4057307,74.793294
591340,Belgaum,KA,Belagavi,16.2248383,74.5492394
591344,Belgaum,KA,Belagavi,16.1153337,74.8548182
591345,Belagavi,KA,Belagavi,15.7,74.3
591346,Belagavi,KA,Belagavi,15.93,74.6
600001,Chennai,TN,Chennai,13.0929722,80.2915
600002,Chennai,TN,Chennai,13.047026,80.248076
600003,Chennai,TN,Chennai,13.0828056,80.2789167
600004,Chennai,TN,Chennai,13.0356389,80.2720278
600005,Chennai,TN,Chennai,13.0539,80.277
600006,Chennai,TN,Chennai,13.1007778,80.4202778
600007,Chennai,TN,Chennai,13.1501944,80.4380833
600008,Chennai,TN,Chennai,13.066163,80.256779
600009,Chennai,TN,Chennai,13.1435833,80.4818056
600010,Chennai,TN,Chennai,13.0807222,80.2431111
600011,Chennai,TN,Chennai,13.123,80.2424444
600012,Chennai,TN,Chennai,13.1572222,80.4351944
600013,Chennai,TN,Chennai,13.1126111,80.2931667
600014,Chennai,TN,Chennai,13.0539167,80.2544167
600015,Chennai,TN,Chennai,13.002528,80.232333
600016,Alandur,TN,Chennai,13.0015278,80.1973333
600017,Chennai,TN,Chennai,13.0453611,80.2376111
600018,Chennai,TN,Chennai,13.0394444,80.2573611
600019,Chennai,TN,Thiruvallur,13.153,80.265
600020,Chennai,TN,Chennai,13.0453611,80.2376111
600021,Chennai,TN,Chennai,13.1156111,80.2889444
600022,Chennai,TN,Chennai,13.0453611,80.2376111
600023,Chennai,TN,Chennai,13.1014722,80.2395278
600024,Chennai,TN,Chennai,13.0518333,80.2299722
600025,Chennai,TN,Chennai,13.0453611,80.2376111
600026,Chennai,TN,Chennai,13.5056389,80.2145833
600028,Chennai,TN,Chennai,13.05,80.4490833
600030,Chennai,TN,Chennai,13.0835,80.2301667
600031,Chennai,TN,Chennai,13.0833611,80.2394722
600032,Chennai,TN,Chennai,13.0203611,80.20575
600033,Chennai,TN,Chennai,13.0351389,80.2206389
600034,Chennai,TN,Chennai,13.1049444,80.4262222
600035,Chennai,TN,Chennai,13.0317778,80.2407222
600036,Chennai,TN,Chennai,12.9936389,80.2339167
600037,Chennai,TN,Thiruvallur,13.1460278,80.2832778
600038,Chennai,TN,Chennai,13.1006944,80.224
600039,Chennai,TN,Chennai,13.2116111,80.4183333
600040,Chennai,TN,Chennai,13.0453611,80.2376111
600041,Chennai,TN,Chennai,12.960816,80.256562
600042,Chennai,TN,Chennai,12.9826389,80.2216389
600043,Chennai,TN,Chengalpattu,12.9157222,79.9125833
600044,Chennai,TN,Chengalpattu,12.929,80.113
600045,Tambaram,TN,Chengalpattu,12.904,80.078
600046,Chennai,TN,Chengalpattu,12.0187778,80.2012778
600047,Tambaram,TN,Chengalpattu,12.925,80.108
600048,Vandalur,TN,Chengalpattu,12.798,80.13
600049,Chennai,TN,Chennai,13.107,80.176
600050,Chennai,TN,Chennai,13.0988611,80.1838333
600051,Chennai,TN,Chennai,13.2660278,80.4100556
600052,Padianallur,TN,Thiruvallur,13.2,80.059
600053,Chennai,TN,Thiruvallur,13.118,80.126
600054,Avadi,TN,Thiruvallur,13.105,80.072
600055,Avadi,TN,Thiruvallur,12.857,79.71
600056,Poonamallee,TN,Thiruvallur,13.042,80.086
600057,Chennai,TN,Thiruvallur,13.207,80.293
600058,Chennai,TN,Chennai,13.085,80.142
600059,Chennai,TN,Chengalpattu,12.905,80.091
600060,Chennai,TN,Chennai,13.161,80.188
600061,Chennai,TN,Chennai,13.6348889,80.3180556
600062,Chennai,TN,Thiruvallur,13.129,80.078
600063,Chennai,TN,Chengalpattu,12.901,80.053
600064,Chitlapakkam,TN,Chengalpattu,12.9351944,80.1484444
600066,Chennai,TN,Chennai,13.162875,80.203097
600067,Chennai,TN,Thiruvallur,13.53,80.125
600068,Manali,TN,Chennai,13.1271389,79.9108889
600069,Chennai,TN,Kanchipuram,12.965,80.038
600070,Anakaputhur,TN,Chengalpattu,12.984977,80.121856
600071,Chennai,TN,Thiruvallur,13.086,80.079
600072,Chennai,TN,Thiruvallur,13.059,80.047
600073,Chennai,TN,Chengalpattu,12.909,80.125
600074,Polichalur,TN,Chengalpattu,12.9848889,80.13925
600075,Pammal,TN,Chengalpattu,12.9835278,80.1452222
600076,Chennai,TN,Chennai,13.11425,80.185167
600077,Tiruverkadu,TN,Thiruvallur,13.048,80.108
600078,Chennai,TN,Chennai,13.0433889,80.2064167
600081,Chennai,TN,Chennai,13.1181667,80.2846389
600082,Chennai,TN,Chennai,13.2101944,80.3824444
600083,Chennai,TN,Chennai,13.0453611,80.2376111
600084,Chennai,TN,Chennai,13.0999444,80.1165278
600085,Chennai,TN,Chennai,13.0209722,80.2431667
600086,Chennai,TN,Chennai,13.0453611,80.2376111
600087,Chennai,TN,Chennai,13.0466111,80.1785278
600088,Chennai,TN,Chennai,12.1376111,80.3374722
600089,Chennai,TN,Kanchipuram,13.0178611,80.1891389
600090,Chennai,TN,Chennai,12.9928611,80.2653889
600091,Chennai,TN,Chennai,12.1073056,80.2691389
600092,Chennai,TN,Chennai,13.05025,80.1943611
600093,Tiruvallur,TN,Chennai,13.0425556,80.2063889
600094,Chennai,TN,Chennai,13.1104444,80.3691389
600095,Chennai,TN,Thiruvallur,13.066,80.123
600096,Perungudi,TN,Chennai,12.9676944,80.2449444
600097,Chennai,TN,Chennai,12.9485833,80.2400556
600099,Kolathur,TN,Chennai,13.116,70.181
600100,Chengalpattu,TN,Chengalpattu,12.905914,80.201454
600101,Chennai,TN,Chennai,13.1585556,80.31875
600102,Chennai,TN,Chennai,13.1518889,80.3631944
600103,Manali,TN,Thiruvallur,13.219,80.244
600104,Chennai,TN,Chennai,13.0453611,80.2376111
600106,Tiruvallur,TN,Chennai,13.1374444,80.3569167
600107,Chennai,TN,Chennai,13.0733611,80.1959722
600110,Chennai,TN,Thiruvallur,13.2277222,80.3966944
600113,Chennai,TN,Chennai,12.989869,80.248739
600115,Chennai,TN,Chennai,12.9251389,80.1986944
600116,Chennai,TN,Chennai,13.028,80.136
600117,Chengalpattu,TN,Chengalpattu,12.960126,80.171138
600118,Chennai,TN,Chennai,13.112,80.224
600119,Chennai,TN,Chennai,12.8925556,80.2278611
600120,Thiruvallur,TN,Thiruvallur,13.229,80.0238
600122,Kanchipuram,TN,Kanchipuram,13.008,80.099
600123,Thiruvallur,TN,Thiruvallur,13.02,80.026
600124,Thiruvallur,TN,Thiruvallur,13.076,79.979
600125,Chennai,TN,Chennai,13.002,80.146
600126,Chengalpattu,TN,Chengalpattu,12.881,80.11
600127,Chengalpattu,TN,Chengalpattu,12.828,80.094
600128,Kanchipuram,TN,Kanchipuram,12.999,80.107
600129,Chengalpattu,TN,Chengalpattu,12.9251389,80.1986944
600130,Chengalpattu,TN,Chengalpattu,12.592,80.026
600131,Chengalpattu,TN,Chengalpattu,12.871,80.156
600132,Kanchipuram,TN,Kanchipuram,17.9192139,77.5104694
601101,Tiruvallur,TN,Thiruvallur,13.297,80.05
601102,Tiruvallur,TN,Thiruvallur,13.37105,80.0756
601103,Tiruvallur,TN,Thiruvallur,13.142561,79.909041
601201,Tiruvallur,TN,Thiruvallur,13.438,80.169
601202,Tiruvallur,TN,Thiruvallur,13.425,79.954
601203,Minjur,TN,Thiruvallur,13.301,80.247
601204,Ponneri,TN,Thiruvallur,13.32,80.182
601205,Tiruvallur,TN,Thiruvallur,13.418,80.198
601206,Tiruvallur,TN,Thiruvallur,13.316,80.117
601301,Tiruvallur,TN,Kanchipuram,12.858,79.957
602001,Tiruvallur,TN,Thiruvallur,13.1271389,79.9108889
602002,Thiruvallur,TN,Thiruvallur,13.142556,79.909046
602003,Tiruvallur,TN,Thiruvallur,13.1271389,79.9108889
602021,Tiruvallur,TN,Thiruvallur,13.1885,79.9396
602023,Tiruvallur,TN,Thiruvallur,13.21055,79.79658
602024,Tiruvallur,TN,Thiruvallur,13.1818921,79.9736551
602025,Tiruvallur,TN,Thiruvallur,13.1083914,79.9506799
602026,Tiruvallur,TN,Thiruvallur,13.327,79.92126
602105,Tiruvallur,TN,Thiruvallur,12.967468,79.941817
602106,Tiruvallur,TN,Kanchipuram,12.7121563,79.8991076
602108,Tiruvallur,TN,Thiruvallur,12.967467,79.941818
602117,Kanchipuram,TN,Kanchipuram,12.9251389,80.1986944
603001,Tiruvallur,TN,Chengalpattu,13.0084722,80.0041667
603002,Kancheepuram,TN,Chengalpattu,12.7012787,80.0101614
603003,Chengalpattu,TN,Chengalpattu,12.6612384,80.0017784
603004,Chengalpattu,TN,Chengalpattu,12.7074,79.9393
603101,Tiruvallur,TN,Chengalpattu,12.6840062,79.9833373
603102,Tiruvallur,TN,Chengalpattu,12.4676268,80.0925924
603103,Thiruvallur,TN,Chengalpattu,12.794,80.172
603104,Mamallapuram,TN,Chengalpattu,12.63917,80.19266
603105,Tiruvallur,TN,Chengalpattu,12.6554351,80.1178222
603106,Tiruvallur,TN,Kanchipuram,12.7263,79.93605
603107,Tiruvallur,TN,Kanchipuram,12.67595,79.8973
603108,Sembakkam,TN,Chengalpattu,12.93715,80.15191
603109,Tiruvallur,TN,Chengalpattu,12.5972,80.05565
603110,Tiruvallur,TN,Chengalpattu,12.7141292,80.1502027
603111,Tiruvallur,TN,Chengalpattu,12.6348135,79.9336079
603112,Tiruvallur,TN,Chengalpattu,12.34,80.04
603127,Chengalpattu,TN,Chengalpattu,12.9251389,80.1986944
603201,Tiruvallur,TN,Chengalpattu,12.64445,79.8424
603202,Tiruvallur,TN,Chengalpattu,12.84275,80.0556
603203,Tiruvallur,TN,Chengalpattu,12.6840052,79.9833383
603204,Tiruvallur,TN,Chengalpattu,12.7053707,80.005974
603209,Maraimalainagar,TN,Chengalpattu,12.7946398,80.0017744
603210,Chengalpattu,TN,Chengalpattu,12.869478,80.081281
603211,Chengalpattu,TN,Chengalpattu,12.9251389,80.1986944
603301,Acharapakkam,TN,Chengalpattu,12.5102276,79.8849244
603302,Tiruvallur,TN,Chengalpattu,12.348731,80.003142
603303,Cuddalore,TN,Chengalpattu,12.5102276,79.8849244
603304,Tiruvallur,TN,Chengalpattu,12.348731,80.003142
603305,Tiruvallur,TN,Chengalpattu,12.348731,80.003142
603306,Tiruvallur,TN,Chengalpattu,12.4734174,79.8563087
603307,Tiruvallur,TN,Chengalpattu,12.39895,79.7127
603308,Tiruvallur,TN,Chengalpattu,12.5993482,79.9365037
603309,Kancheepuram,TN,Chengalpattu,12.348734,80.003139
603310,Tiruvallur,TN,Chengalpattu,12.34979,79.7939
603311,Tiruvallur,TN,Chengalpattu,12.348732,80.003141
603312,Tiruvallur,TN,Chengalpattu,12.4722767,79.9887426
603313,Tiruvallur,TN,Chengalpattu,12.348731,80.003142
603314,Tiruvallur,TN,Kanchipuram,12.61356,79.757457
603319,Tiruvallur,TN,Chengalpattu,12.6840062,79.9833373
603401,Kancheepuram,TN,Chengalpattu,12.27472,79.9199
603402,Tiruvallur,TN,Kanchipuram,12.64069,79.71315
603403,Tiruvallur,TN,Kanchipuram,12.62532,79.6679
603405,Tiruvallur,TN,Chengalpattu,12.5913658,79.9740048
603406,Uthiramerur,TN,Kanchipuram,12.635,79.76805
604001,Vellore,TN,Villupuram,12.2271944,79.6496389
604101,Vellore,TN,Villupuram,12.277081,79.817768
604102,Vellore,TN,Villupuram,12.09,79.76
604151,Vellore,TN,Villupuram,12.15,79.32
604152,Vellore,TN,Villupuram,12.18,79.35
604153,Vellore,TN,Villupuram,12.24,79.28
604154,Velur,TN,Villupuram,12.13,79.82
604201,Viluppuram,TN,Villupuram,12.41,79.26
604202,Vellore,TN,Villupuram,12.29,79.36
604203,Viluppuram,TN,Villupuram,11.396159,77.8238963
604204,Vellore,TN,Villupuram,12.41,79.33
604205,Vellore,TN,Villupuram,12.2,79.45
604206,Villupuram,TN,Villupuram,12.26,79.47
604207,Vellore,TN,Villupuram,12.29,79.58
604208,Viluppuram,TN,Villupuram,12.4,79.36
604210,Viluppuram,TN,Villupuram,12.31,79.41
604301,Vellore,TN,Villupuram,12.18,79.75
604302,Vellore,TN,Villupuram,12.19,79.58
604303,Vellore,TN,Villupuram,12.22,79.88
604304,Vellore,TN,Villupuram,12.1,79.64
604305,Vellore,TN,Villupuram,12.394224,79.191376
604306,Vellore,TN,Villupuram,12.21,79.52
604307,Vellore,TN,Villupuram,12.27,79.69
604401,Vellore,TN,Tiruvannamalai,12.2703,78.7618
604402,Tiruvallur,TN,Tiruvannamalai,12.4495,79.554
604403,Vellore,TN,Tiruvannamalai,12.9506,80.0033
604404,Vellore,TN,Tiruvannamalai,12.4495,79.554
604405,Cuddalore,TN,Tiruvannamalai,13.171,80.0115
604406,Vellore,TN,Tiruvannamalai,12.4916,79.8369
604407,Vellore,TN,Tiruvannamalai,12.6936,79.5237
604408,Vandavasi,TN,Tiruvannamalai,10.8347,78.9266
604409,Vellore,TN,Tiruvannamalai,12.4495,79.554
604410,Vellore,TN,Tiruvannamalai,12.4495,79.554
604501,Desur,TN,Tiruvannamalai,12.8757,79.8374
604502,Tiruvannamalai,TN,Tiruvannamalai,12.7839,79.824
604503,Vellore,TN,Tiruvannamalai,12.5456,79.4234
604504,Vellore,TN,Tiruvannamalai,12.7839,79.824
604505,Vellore,TN,Tiruvannamalai,12.7469,80.1847
604601,Kilpennathur,TN,Tiruvannamalai,13.3725,80.3334
605001,Pondicherry,PY,Pondicherry,11.9344722,79.8350556
605002,Pondicherry,PY,Pondicherry,11.9458611,79.8346111
605003,Pondicherry,PY,Pondicherry,11.9568056,79.8351944
605004,Pondicherry,PY,Pondicherry,11.911688,79.817659
605005,Pondicherry,PY,Pondicherry,11.9293056,79.8116667
605006,Pondicherry,PY,Pondicherry,11.94975,79.7995556
